Timestamp,VehicleID,Speed_KMPH,Overspeed
2026-01-10 20:26:54,6,20.12,YES
2026-01-10 20:26:54,8,81.5,YES
2026-01-10 20:26:54,9,20.12,YES
2026-01-10 20:26:54,10,54.74,YES
2026-01-10 20:26:54,12,28.46,YES
2026-01-10 20:26:54,13,37.11,YES
2026-01-10 20:26:54,16,162.25,YES
2026-01-10 20:26:54,0,20.12,YES
2026-01-10 20:26:54,1,37.11,YES
2026-01-10 20:26:54,2,37.11,YES
2026-01-10 20:26:54,6,27.0,YES
2026-01-10 20:26:54,8,104.96,YES
2026-01-10 20:26:54,9,38.18,YES
2026-01-10 20:26:54,2,54.0,YES
2026-01-10 20:26:54,6,28.46,YES
2026-01-10 20:26:54,8,88.64,YES
2026-01-10 20:26:54,9,20.12,YES
2026-01-10 20:26:54,16,45.0,YES
2026-01-10 20:26:54,0,20.12,YES
2026-01-10 20:26:54,1,37.11,YES
2026-01-10 20:26:54,3,27.0,YES
2026-01-10 20:26:54,7,25.46,YES
2026-01-10 20:26:54,8,45.0,YES
2026-01-10 20:26:55,1,28.46,YES
2026-01-10 20:26:55,2,20.12,YES
2026-01-10 20:26:55,3,45.0,YES
2026-01-10 20:26:55,6,36.0,YES
2026-01-10 20:26:55,7,36.0,YES
2026-01-10 20:26:55,8,132.88,YES
2026-01-10 20:26:55,9,32.45,YES
2026-01-10 20:26:55,10,20.12,YES
2026-01-10 20:26:55,15,25.46,YES
2026-01-10 20:26:55,1,45.89,YES
2026-01-10 20:26:55,2,25.46,YES
2026-01-10 20:26:55,3,20.12,YES
2026-01-10 20:26:55,7,37.11,YES
2026-01-10 20:26:55,8,28.46,YES
2026-01-10 20:26:55,1,20.12,YES
2026-01-10 20:26:55,8,36.0,YES
2026-01-10 20:26:55,9,45.0,YES
2026-01-10 20:26:55,12,28.46,YES
2026-01-10 20:26:55,1,20.12,YES
2026-01-10 20:26:55,2,28.46,YES
2026-01-10 20:26:55,3,111.32,YES
2026-01-10 20:26:55,4,20.12,YES
2026-01-10 20:26:55,5,25.46,YES
2026-01-10 20:26:55,7,37.11,YES
2026-01-10 20:26:55,8,54.74,YES
2026-01-10 20:26:55,12,20.12,YES
2026-01-10 20:26:55,0,162.25,YES
2026-01-10 20:26:55,3,281.89,YES
2026-01-10 20:26:55,7,28.46,YES
2026-01-10 20:26:55,8,96.93,YES
2026-01-10 20:26:55,9,45.0,YES
2026-01-10 20:26:55,10,20.12,YES
2026-01-10 20:26:55,3,82.98,YES
2026-01-10 20:26:55,7,28.46,YES
2026-01-10 20:26:55,8,63.64,YES
2026-01-10 20:26:55,9,52.48,YES
2026-01-10 20:26:55,1,118.38,YES
2026-01-10 20:26:55,4,20.12,YES
2026-01-10 20:26:55,5,20.12,YES
2026-01-10 20:26:55,7,25.46,YES
2026-01-10 20:26:55,8,28.46,YES
2026-01-10 20:26:55,1,144.28,YES
2026-01-10 20:26:55,4,28.46,YES
2026-01-10 20:26:55,7,52.48,YES
2026-01-10 20:26:55,8,40.25,YES
2026-01-10 20:26:55,9,81.5,YES
2026-01-10 20:26:55,16,38.18,YES
2026-01-10 20:26:55,1,144.28,YES
2026-01-10 20:26:55,7,20.12,YES
2026-01-10 20:26:55,8,93.96,YES
2026-01-10 20:26:55,1,179.32,YES
2026-01-10 20:26:55,2,20.12,YES
2026-01-10 20:26:55,3,48.47,YES
2026-01-10 20:26:55,6,28.46,YES
2026-01-10 20:26:55,7,20.12,YES
2026-01-10 20:26:55,8,48.47,YES
2026-01-10 20:26:55,9,20.12,YES
2026-01-10 20:26:55,16,20.12,YES
2026-01-10 20:26:55,0,20.12,YES
2026-01-10 20:26:55,1,20.12,YES
2026-01-10 20:26:55,3,28.46,YES
2026-01-10 20:26:55,6,40.25,YES
2026-01-10 20:26:55,7,37.11,YES
2026-01-10 20:26:55,8,111.32,YES
2026-01-10 20:26:55,10,20.12,YES
2026-01-10 20:26:55,0,20.12,YES
2026-01-10 20:26:55,1,45.0,YES
2026-01-10 20:26:55,2,27.0,YES
2026-01-10 20:26:55,6,28.46,YES
2026-01-10 20:26:55,7,20.12,YES
2026-01-10 20:26:55,8,45.89,YES
2026-01-10 20:26:55,0,20.12,YES
2026-01-10 20:26:55,1,20.12,YES
2026-01-10 20:26:55,7,20.12,YES
2026-01-10 20:26:55,8,126.0,YES
2026-01-10 20:26:55,9,28.46,YES
2026-01-10 20:26:55,17,270.0,YES
2026-01-10 20:26:55,18,48.47,YES
2026-01-10 20:26:55,0,27.0,YES
2026-01-10 20:26:55,1,25.46,YES
2026-01-10 20:26:55,2,25.46,YES
2026-01-10 20:26:55,3,37.11,YES
2026-01-10 20:26:55,6,20.12,YES
2026-01-10 20:26:55,8,27.0,YES
2026-01-10 20:26:55,9,38.18,YES
2026-01-10 20:26:55,16,28.46,YES
2026-01-10 20:26:55,17,20.12,YES
2026-01-10 20:26:55,18,48.47,YES
2026-01-10 20:27:25,0,20.12,YES
2026-01-10 20:27:25,1,20.12,YES
2026-01-10 20:27:25,2,28.46,YES
2026-01-10 20:27:25,3,28.46,YES
2026-01-10 20:27:25,5,20.12,YES
2026-01-10 20:27:25,8,28.46,YES
2026-01-10 20:27:25,10,20.12,YES
2026-01-10 20:27:25,0,45.0,YES
2026-01-10 20:27:25,2,32.45,YES
2026-01-10 20:27:25,3,20.12,YES
2026-01-10 20:27:25,7,20.12,YES
2026-01-10 20:27:25,8,40.25,YES
2026-01-10 20:27:25,9,20.12,YES
2026-01-10 20:27:25,0,32.45,YES
2026-01-10 20:27:25,1,32.45,YES
2026-01-10 20:27:25,0,32.45,YES
2026-01-10 20:27:25,1,20.12,YES
2026-01-10 20:27:25,3,20.12,YES
2026-01-10 20:27:25,6,45.0,YES
2026-01-10 20:27:25,8,32.45,YES
2026-01-10 20:27:25,9,20.12,YES
2026-01-10 20:27:25,11,36.0,YES
2026-01-10 20:27:25,0,56.92,YES
2026-01-10 20:27:25,1,32.45,YES
2026-01-10 20:27:25,2,27.0,YES
2026-01-10 20:27:25,3,37.11,YES
2026-01-10 20:27:25,4,25.46,YES
2026-01-10 20:27:25,6,45.0,YES
2026-01-10 20:27:25,7,37.11,YES
2026-01-10 20:27:25,8,52.48,YES
2026-01-10 20:27:25,12,36.0,YES
2026-01-10 20:27:25,14,25.46,YES
2026-01-10 20:27:25,0,20.12,YES
2026-01-10 20:27:25,8,65.52,YES
2026-01-10 20:27:25,9,27.0,YES
2026-01-10 20:27:25,12,63.0,YES
2026-01-10 20:27:25,14,20.12,YES
2026-01-10 20:27:25,0,45.0,YES
2026-01-10 20:27:25,1,38.18,YES
2026-01-10 20:27:25,3,54.74,YES
2026-01-10 20:27:25,4,28.46,YES
2026-01-10 20:27:25,5,27.0,YES
2026-01-10 20:27:25,7,63.0,YES
2026-01-10 20:27:25,8,50.91,YES
2026-01-10 20:27:25,9,48.47,YES
2026-01-10 20:27:25,12,20.12,YES
2026-01-10 20:27:25,13,54.0,YES
2026-01-10 20:27:25,16,170.76,YES
2026-01-10 20:27:25,0,20.12,YES
2026-01-10 20:27:25,1,20.12,YES
2026-01-10 20:27:25,2,28.46,YES
2026-01-10 20:27:25,3,32.45,YES
2026-01-10 20:27:25,7,27.0,YES
2026-01-10 20:27:25,8,108.75,YES
2026-01-10 20:27:25,12,20.12,YES
2026-01-10 20:27:25,13,37.11,YES
2026-01-10 20:27:25,16,20.12,YES
2026-01-10 20:27:25,0,25.46,YES
2026-01-10 20:27:25,1,32.45,YES
2026-01-10 20:27:25,2,32.45,YES
2026-01-10 20:27:25,3,28.46,YES
2026-01-10 20:27:25,5,45.0,YES
2026-01-10 20:27:25,6,20.12,YES
2026-01-10 20:27:25,8,81.5,YES
2026-01-10 20:27:25,9,20.12,YES
2026-01-10 20:27:25,10,54.74,YES
2026-01-10 20:27:25,12,28.46,YES
2026-01-10 20:27:25,13,37.11,YES
2026-01-10 20:27:25,16,162.25,YES
2026-01-10 20:27:25,0,20.12,YES
2026-01-10 20:27:25,1,37.11,YES
2026-01-10 20:27:25,2,37.11,YES
2026-01-10 20:27:25,6,27.0,YES
2026-01-10 20:27:25,8,104.96,YES
2026-01-10 20:27:25,9,38.18,YES
2026-01-10 20:27:25,2,54.0,YES
2026-01-10 20:27:25,6,28.46,YES
2026-01-10 20:27:25,8,88.64,YES
2026-01-10 20:27:25,9,20.12,YES
2026-01-10 20:27:25,16,45.0,YES
2026-01-10 20:27:25,0,20.12,YES
2026-01-10 20:27:25,1,37.11,YES
2026-01-10 20:27:25,3,27.0,YES
2026-01-10 20:27:25,7,25.46,YES
2026-01-10 20:27:25,8,45.0,YES
2026-01-10 20:27:25,1,28.46,YES
2026-01-10 20:27:25,2,20.12,YES
2026-01-10 20:27:25,3,45.0,YES
2026-01-10 20:27:25,6,36.0,YES
2026-01-10 20:27:25,7,36.0,YES
2026-01-10 20:27:25,8,132.88,YES
2026-01-10 20:27:25,9,32.45,YES
2026-01-10 20:27:25,10,20.12,YES
2026-01-10 20:27:25,15,25.46,YES
2026-01-10 20:27:26,1,45.89,YES
2026-01-10 20:27:26,2,25.46,YES
2026-01-10 20:27:26,3,20.12,YES
2026-01-10 20:27:26,7,37.11,YES
2026-01-10 20:27:26,8,28.46,YES
2026-01-10 20:27:26,1,20.12,YES
2026-01-10 20:27:26,8,36.0,YES
2026-01-10 20:27:26,9,45.0,YES
2026-01-10 20:27:26,12,28.46,YES
2026-01-10 20:27:26,1,20.12,YES
2026-01-10 20:27:26,2,28.46,YES
2026-01-10 20:27:26,3,111.32,YES
2026-01-10 20:27:26,4,20.12,YES
2026-01-10 20:27:26,5,25.46,YES
2026-01-10 20:27:26,7,37.11,YES
2026-01-10 20:27:26,8,54.74,YES
2026-01-10 20:27:26,12,20.12,YES
2026-01-10 20:27:26,0,162.25,YES
2026-01-10 20:27:26,3,281.89,YES
2026-01-10 20:27:26,7,28.46,YES
2026-01-10 20:27:26,8,96.93,YES
2026-01-10 20:27:26,9,45.0,YES
2026-01-10 20:27:26,10,20.12,YES
2026-01-10 20:27:26,3,82.98,YES
2026-01-10 20:27:26,7,28.46,YES
2026-01-10 20:27:26,8,63.64,YES
2026-01-10 20:27:26,9,52.48,YES
2026-01-10 20:27:26,1,118.38,YES
2026-01-10 20:27:26,4,20.12,YES
2026-01-10 20:27:26,5,20.12,YES
2026-01-10 20:27:26,7,25.46,YES
2026-01-10 20:27:26,8,28.46,YES
2026-01-10 20:27:26,1,144.28,YES
2026-01-10 20:27:26,4,28.46,YES
2026-01-10 20:27:26,7,52.48,YES
2026-01-10 20:27:26,8,40.25,YES
2026-01-10 20:27:26,9,81.5,YES
2026-01-10 20:27:26,16,38.18,YES
2026-01-10 20:27:26,1,144.28,YES
2026-01-10 20:27:26,7,20.12,YES
2026-01-10 20:27:26,8,93.96,YES
2026-01-10 20:27:26,1,179.32,YES
2026-01-10 20:27:26,2,20.12,YES
2026-01-10 20:27:26,3,48.47,YES
2026-01-10 20:27:26,6,28.46,YES
2026-01-10 20:27:26,7,20.12,YES
2026-01-10 20:27:26,8,48.47,YES
2026-01-10 20:27:26,9,20.12,YES
2026-01-10 20:27:26,16,20.12,YES
2026-01-10 20:27:26,0,20.12,YES
2026-01-10 20:27:26,1,20.12,YES
2026-01-10 20:27:26,3,28.46,YES
2026-01-10 20:27:26,6,40.25,YES
2026-01-10 20:27:26,7,37.11,YES
2026-01-10 20:27:26,8,111.32,YES
2026-01-10 20:27:26,10,20.12,YES
2026-01-10 20:27:26,0,20.12,YES
2026-01-10 20:27:26,1,45.0,YES
2026-01-10 20:27:26,2,27.0,YES
2026-01-10 20:27:26,6,28.46,YES
2026-01-10 20:27:26,7,20.12,YES
2026-01-10 20:27:26,8,45.89,YES
2026-01-10 20:27:26,0,20.12,YES
2026-01-10 20:27:26,1,20.12,YES
2026-01-10 20:27:26,7,20.12,YES
2026-01-10 20:27:26,8,126.0,YES
2026-01-10 20:27:26,9,28.46,YES
2026-01-10 20:27:26,17,270.0,YES
2026-01-10 20:27:26,18,48.47,YES
2026-01-10 20:27:26,0,27.0,YES
2026-01-10 20:27:26,1,25.46,YES
2026-01-10 20:27:26,2,25.46,YES
2026-01-10 20:27:26,3,37.11,YES
2026-01-10 20:27:26,6,20.12,YES
2026-01-10 20:27:26,8,27.0,YES
2026-01-10 20:27:26,9,38.18,YES
2026-01-10 20:27:26,16,28.46,YES
2026-01-10 20:27:26,17,20.12,YES
2026-01-10 20:27:26,18,48.47,YES
2026-01-10 20:27:26,1,28.46,YES
2026-01-10 20:27:26,2,20.12,YES
2026-01-10 20:27:26,5,54.74,YES
2026-01-10 20:27:26,7,20.12,YES
2026-01-10 20:27:26,8,64.9,YES
2026-01-10 20:27:26,9,20.12,YES
2026-01-10 20:27:26,0,20.12,YES
2026-01-10 20:27:26,1,28.46,YES
2026-01-10 20:27:26,3,37.11,YES
2026-01-10 20:27:26,5,36.0,YES
2026-01-10 20:27:26,8,135.0,YES
2026-01-10 20:27:26,16,40.25,YES
2026-01-10 20:27:26,17,28.46,YES
2026-01-10 20:27:26,2,20.12,YES
2026-01-10 20:27:26,3,245.65,YES
2026-01-10 20:27:26,4,28.46,YES
2026-01-10 20:27:26,8,48.47,YES
2026-01-10 20:27:26,16,20.12,YES
2026-01-10 20:27:26,18,27.0,YES
2026-01-10 20:27:26,19,45.89,YES
2026-01-10 20:27:26,0,27.0,YES
2026-01-10 20:27:26,3,32.45,YES
2026-01-10 20:27:26,4,20.12,YES
2026-01-10 20:27:26,6,20.12,YES
2026-01-10 20:27:26,8,185.54,YES
2026-01-10 20:27:26,9,48.47,YES
2026-01-10 20:27:26,10,32.45,YES
2026-01-10 20:27:26,16,48.47,YES
2026-01-10 20:27:26,17,20.12,YES
2026-01-10 20:27:26,19,28.46,YES
2026-01-10 20:27:26,1,38.18,YES
2026-01-10 20:27:26,2,142.3,YES
2026-01-10 20:27:26,3,20.12,YES
2026-01-10 20:27:26,7,20.12,YES
2026-01-10 20:27:26,8,72.56,YES
2026-01-10 20:27:26,10,20.12,YES
2026-01-10 20:27:26,18,28.46,YES
2026-01-10 20:27:26,19,25.46,YES
2026-01-10 20:27:26,0,20.12,YES
2026-01-10 20:27:26,1,20.12,YES
2026-01-10 20:27:26,2,20.12,YES
2026-01-10 20:27:26,3,27.0,YES
2026-01-10 20:27:26,5,27.0,YES
2026-01-10 20:27:26,6,28.46,YES
2026-01-10 20:27:26,8,32.45,YES
2026-01-10 20:27:26,0,182.24,YES
2026-01-10 20:27:26,1,28.46,YES
2026-01-10 20:27:26,2,20.12,YES
2026-01-10 20:27:26,7,28.46,YES
2026-01-10 20:27:26,8,127.28,YES
2026-01-10 20:27:26,19,20.12,YES
2026-01-10 20:27:26,0,20.12,YES
2026-01-10 20:27:26,1,36.0,YES
2026-01-10 20:27:26,2,20.12,YES
2026-01-10 20:27:26,3,247.13,YES
2026-01-10 20:27:26,4,20.12,YES
2026-01-10 20:27:26,5,45.0,YES
2026-01-10 20:27:26,7,25.46,YES
2026-01-10 20:27:26,8,56.92,YES
2026-01-10 20:27:26,9,25.46,YES
2026-01-10 20:27:26,10,45.89,YES
2026-01-10 20:27:26,16,20.12,YES
2026-01-10 20:27:26,19,27.0,YES
2026-01-10 20:27:26,20,20.12,YES
2026-01-10 20:27:26,1,38.18,YES
2026-01-10 20:27:26,5,45.89,YES
2026-01-10 20:27:26,6,20.12,YES
2026-01-10 20:27:26,7,27.0,YES
2026-01-10 20:27:26,8,118.38,YES
2026-01-10 20:27:26,16,20.12,YES
2026-01-10 20:27:26,18,20.12,YES
2026-01-10 20:27:26,0,20.12,YES
2026-01-10 20:27:26,1,32.45,YES
2026-01-10 20:27:26,2,27.0,YES
2026-01-10 20:27:27,3,45.0,YES
2026-01-10 20:27:27,5,45.89,YES
2026-01-10 20:27:27,7,20.12,YES
2026-01-10 20:27:27,8,45.0,YES
2026-01-10 20:27:27,9,32.45,YES
2026-01-10 20:27:27,10,37.11,YES
2026-01-10 20:27:27,19,20.12,YES
2026-01-10 20:27:27,0,37.11,YES
2026-01-10 20:27:27,1,32.45,YES
2026-01-10 20:27:27,2,36.0,YES
2026-01-10 20:27:27,6,28.46,YES
2026-01-10 20:27:27,8,128.86,YES
2026-01-10 20:27:27,9,54.74,YES
2026-01-10 20:27:27,10,20.12,YES
2026-01-10 20:27:27,16,20.12,YES
2026-01-10 20:27:27,20,25.46,YES
2026-01-10 20:27:27,5,20.12,YES
2026-01-10 20:27:27,6,56.92,YES
2026-01-10 20:27:27,7,20.12,YES
2026-01-10 20:27:27,9,56.92,YES
2026-01-10 20:27:27,10,20.12,YES
2026-01-10 20:27:27,21,161.0,YES
2026-01-10 20:27:27,1,45.0,YES
2026-01-10 20:27:27,3,28.46,YES
2026-01-10 20:27:27,4,37.11,YES
2026-01-10 20:27:27,5,20.12,YES
2026-01-10 20:27:27,8,82.98,YES
2026-01-10 20:27:27,9,60.37,YES
2026-01-10 20:27:27,10,32.45,YES
2026-01-10 20:27:27,1,28.46,YES
2026-01-10 20:27:27,4,32.45,YES
2026-01-10 20:27:27,5,27.0,YES
2026-01-10 20:27:27,7,48.47,YES
2026-01-10 20:27:27,8,513.08,YES
2026-01-10 20:27:27,9,37.11,YES
2026-01-10 20:27:27,10,20.12,YES
2026-01-10 20:27:27,18,37.11,YES
2026-01-10 20:27:27,0,37.11,YES
2026-01-10 20:27:27,1,27.0,YES
2026-01-10 20:27:27,2,20.12,YES
2026-01-10 20:27:27,3,261.62,YES
2026-01-10 20:27:27,5,36.0,YES
2026-01-10 20:27:27,6,20.12,YES
2026-01-10 20:27:27,8,330.07,YES
2026-01-10 20:27:27,10,20.12,YES
2026-01-10 20:27:27,18,20.12,YES
2026-01-10 20:27:27,0,20.12,YES
2026-01-10 20:27:27,2,20.12,YES
2026-01-10 20:27:27,3,27.0,YES
2026-01-10 20:27:27,7,38.18,YES
2026-01-10 20:27:27,8,64.9,YES
2026-01-10 20:27:27,9,20.12,YES
2026-01-10 20:27:27,1,25.46,YES
2026-01-10 20:27:27,2,28.46,YES
2026-01-10 20:27:27,4,25.46,YES
2026-01-10 20:27:27,5,27.0,YES
2026-01-10 20:27:27,7,36.0,YES
2026-01-10 20:27:27,9,20.12,YES
2026-01-10 20:27:27,21,192.61,YES
2026-01-10 20:27:27,0,25.46,YES
2026-01-10 20:27:27,2,118.38,YES
2026-01-10 20:27:27,3,82.98,YES
2026-01-10 20:27:27,4,20.12,YES
2026-01-10 20:27:27,7,20.12,YES
2026-01-10 20:27:27,8,162.25,YES
2026-01-10 20:27:27,9,74.22,YES
2026-01-10 20:27:27,10,28.46,YES
2026-01-10 20:27:27,18,25.46,YES
2026-01-10 20:27:27,2,99.41,YES
2026-01-10 20:27:27,3,85.38,YES
2026-01-10 20:27:27,4,32.45,YES
2026-01-10 20:27:27,5,20.12,YES
2026-01-10 20:27:27,8,142.3,YES
2026-01-10 20:27:27,9,74.22,YES
2026-01-10 20:27:27,10,28.46,YES
2026-01-10 20:27:27,21,52.48,YES
2026-01-10 20:27:27,0,32.45,YES
2026-01-10 20:27:27,2,105.34,YES
2026-01-10 20:27:27,4,28.46,YES
2026-01-10 20:27:27,7,20.12,YES
2026-01-10 20:27:27,8,102.62,YES
2026-01-10 20:27:27,21,27.0,YES
2026-01-10 20:27:27,7,27.0,YES
2026-01-10 20:27:27,9,32.45,YES
2026-01-10 20:27:27,18,81.5,YES
2026-01-10 20:27:27,0,20.12,YES
2026-01-10 20:27:27,6,20.12,YES
2026-01-10 20:27:27,8,28.46,YES
2026-01-10 20:27:27,16,60.37,YES
2026-01-10 20:27:27,18,20.12,YES
2026-01-10 20:27:27,19,32.45,YES
2026-01-10 20:27:27,2,20.12,YES
2026-01-10 20:27:27,6,28.46,YES
2026-01-10 20:27:27,8,99.41,YES
2026-01-10 20:27:27,9,20.12,YES
2026-01-10 20:27:27,18,417.51,YES
2026-01-10 20:27:27,0,28.46,YES
2026-01-10 20:27:27,1,261.0,YES
2026-01-10 20:27:27,4,37.11,YES
2026-01-10 20:27:27,8,91.78,YES
2026-01-10 20:27:27,16,27.0,YES
2026-01-10 20:27:27,18,36.0,YES
2026-01-10 20:27:27,0,36.0,YES
2026-01-10 20:27:27,6,20.12,YES
2026-01-10 20:27:27,9,20.12,YES
2026-01-10 20:27:27,18,28.46,YES
2026-01-10 20:27:27,21,495.08,YES
2026-01-10 20:27:27,3,50.91,YES
2026-01-10 20:27:27,5,117.0,YES
2026-01-10 20:27:27,8,82.98,YES
2026-01-10 20:27:27,21,36.0,YES
2026-01-10 20:27:27,0,45.89,YES
2026-01-10 20:27:27,1,20.12,YES
2026-01-10 20:27:27,2,36.0,YES
2026-01-10 20:27:27,4,20.12,YES
2026-01-10 20:27:27,5,128.86,YES
2026-01-10 20:27:27,8,95.67,YES
2026-01-10 20:27:27,9,28.46,YES
2026-01-10 20:27:27,16,45.0,YES
2026-01-10 20:27:27,21,28.46,YES
2026-01-10 20:27:27,0,54.74,YES
2026-01-10 20:27:27,4,32.45,YES
2026-01-10 20:27:27,5,128.86,YES
2026-01-10 20:27:27,8,20.12,YES
2026-01-10 20:27:27,18,36.0,YES
2026-01-10 20:27:27,21,37.11,YES
2026-01-10 20:27:27,0,45.89,YES
2026-01-10 20:27:27,1,54.74,YES
2026-01-10 20:27:27,2,27.0,YES
2026-01-10 20:27:27,5,118.38,YES
2026-01-10 20:27:27,8,159.23,YES
2026-01-10 20:27:27,9,28.46,YES
2026-01-10 20:27:27,16,20.12,YES
2026-01-10 20:27:27,2,20.12,YES
2026-01-10 20:27:27,4,20.12,YES
2026-01-10 20:27:27,8,82.98,YES
2026-01-10 20:27:27,18,54.74,YES
2026-01-10 20:27:27,1,20.12,YES
2026-01-10 20:27:27,2,20.12,YES
2026-01-10 20:27:27,4,27.0,YES
2026-01-10 20:27:27,6,20.12,YES
2026-01-10 20:27:27,8,91.78,YES
2026-01-10 20:27:27,9,20.12,YES
2026-01-10 20:27:28,2,20.12,YES
2026-01-10 20:27:28,4,32.45,YES
2026-01-10 20:27:28,5,117.0,YES
2026-01-10 20:27:28,6,20.12,YES
2026-01-10 20:27:28,8,133.79,YES
2026-01-10 20:27:28,0,28.46,YES
2026-01-10 20:27:28,1,65.52,YES
2026-01-10 20:27:28,2,20.12,YES
2026-01-10 20:27:28,8,180.0,YES
2026-01-10 20:27:28,9,37.11,YES
2026-01-10 20:27:28,18,28.46,YES
2026-01-10 20:27:28,0,28.46,YES
2026-01-10 20:27:28,1,37.11,YES
2026-01-10 20:27:28,4,25.46,YES
2026-01-10 20:27:28,5,117.0,YES
2026-01-10 20:27:28,8,97.35,YES
2026-01-10 20:27:28,9,54.74,YES
2026-01-10 20:27:28,0,20.12,YES
2026-01-10 20:27:28,1,45.0,YES
2026-01-10 20:27:28,7,28.46,YES
2026-01-10 20:27:28,8,216.75,YES
2026-01-10 20:27:28,9,27.0,YES
2026-01-10 20:27:28,23,28.46,YES
2026-01-10 20:27:28,25,45.0,YES
2026-01-10 20:27:28,7,37.11,YES
2026-01-10 20:27:28,8,60.37,YES
2026-01-10 20:27:28,18,50.91,YES
2026-01-10 20:27:28,22,57.63,YES
2026-01-10 20:27:28,0,28.46,YES
2026-01-10 20:27:28,1,48.47,YES
2026-01-10 20:27:28,2,20.12,YES
2026-01-10 20:27:28,7,32.45,YES
2026-01-10 20:27:28,8,213.93,YES
2026-01-10 20:27:28,9,20.12,YES
2026-01-10 20:27:28,16,27.0,YES
2026-01-10 20:27:28,1,37.11,YES
2026-01-10 20:27:28,4,36.0,YES
2026-01-10 20:27:28,8,315.0,YES
2026-01-10 20:27:28,18,28.46,YES
2026-01-10 20:27:28,25,20.12,YES
2026-01-10 20:27:28,2,32.45,YES
2026-01-10 20:27:28,4,28.46,YES
2026-01-10 20:27:28,5,25.46,YES
2026-01-10 20:27:28,8,187.93,YES
2026-01-10 20:27:28,9,32.45,YES
2026-01-10 20:27:28,16,20.12,YES
2026-01-10 20:27:28,1,20.12,YES
2026-01-10 20:27:28,8,324.0,YES
2026-01-10 20:27:28,21,64.9,YES
2026-01-10 20:27:28,25,36.0,YES
2026-01-10 20:27:28,0,28.46,YES
2026-01-10 20:27:28,1,37.11,YES
2026-01-10 20:27:28,4,20.12,YES
2026-01-10 20:27:28,8,80.5,YES
2026-01-10 20:27:28,16,28.46,YES
2026-01-10 20:27:28,18,37.11,YES
2026-01-10 20:27:28,21,549.07,YES
2026-01-10 20:27:28,24,28.46,YES
2026-01-10 20:27:28,25,45.0,YES
2026-01-10 20:27:28,1,20.12,YES
2026-01-10 20:27:28,5,54.74,YES
2026-01-10 20:27:28,8,491.06,YES
2026-01-10 20:27:28,9,37.11,YES
2026-01-10 20:27:28,18,20.12,YES
2026-01-10 20:27:28,21,20.12,YES
2026-01-10 20:27:28,22,28.46,YES
2026-01-10 20:27:28,23,27.0,YES
2026-01-10 20:27:28,24,20.12,YES
2026-01-10 20:27:28,25,32.45,YES
2026-01-10 20:27:28,1,32.45,YES
